title,salary,location,exp,description,requirement,benefit,working_location,working_time,company_name,company_emp,company_address,company_logo
Java Developer (Middle/Senior),Thoả thuận,Hà Nội,4 năm,"Requirements analysis, developing concept for subsequence stages of Software Development Process (self-reliant);
Preparing document related to the given tasks;
Coding;
Fixing bug during code review process; 
Fixing bug during tests of functionalities of the system;
Own work organization on the basis of superior guideline and resulting from project schedule;
Active participation in project, group and team meetings;
Co-operation with team members in project implementation; 
Participation in internal training sessions. Sharing own knowledge with other team members; 
Conducting internal training sessions and presentations;","4+ years of experience in web development technologies & have in-depth knowledge of core Java and Java EE applications.
Work experience as a Technical Team Leader/Senior Java Developer
Experience working directly with customers
Experience with Spring Framework, ORM Framework, Application server such as Apache Tomcat, Undertow...
Experience building RESTful APIs.
Proficiency at least one database management system such as Oracle, MySQL, PostgreSQL.
Experience with Docker, Docker-compose.
Knowledge of web development with HTML/ CSS/ JavaScript.
Experience with Cloud Platforms (OpenShift, AWS) is a plus;
Familiar with CI/CD pipelines (GitHub or Jenkins);
Profiling/monitoring tools (Prometheus, Grafana);
Object-oriented analysis and design using design patterns;
Can go onsite","Attractive remuneration package (competitive salary, bonus)
Performance review twice a year
Social Insurance, Health insurance, Unemployment insurance in accordance with Vietnam Labor Law
12 Annual Leaves & 10 Sick Leaves per year; 
Complete & professional working procedure & policy system
Flexible training programs
Very good working environment with 3 core values: Collaboration as methodology & Behave like family; Compete by high quality
Company trip, Teambuilding programs and other interesting activities","- Hà Nội: Tầng 3 Cenxspace, Tòa Nhà Dolphin 28 Trần Bình, Mĩ Đình 2, Nam Từ Liêm, Nam Từ Liêm",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),Công ty Cổ phần Phần mềm Việt Quốc tế (VSII),100-499 nhân viên,"Tầng 3 Cenxspace, tòa nhà Dolphin, 28 Trần Bình, Nam Từ Liêm, Hà Nội",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-phan-mem-viet-quoc-te-vsii-59d7c8292b657_rs.jpg
NodeJS Developer,25 - 35 triệu,Hà Nội,4 năm,"Thiết kế và phát triển hệ thống back-end cho web/app kiểu thời gian thực.
Phân tích và phát triển nền tảng và REST APIs cho mobile.
Cộng tác hiệu quả với các team khác để nhanh chóng triển khai các tính năng mới.
Nghiên cứu các xu hướng công nghệ mới cũng như trải nghiệm người dùng để nâng cao chất lượng sản phẩm.
Báo cáo và thực hiện các yêu cầu khác theo sự phân công của quản lý.","Từ 4 năm kinh nghiệm làm việc với  NodeJS, ExpressJS.
Hiểu biết sâu sắc về Javascript và Typescript.
Thành thạo cơ sở dữ liệu PostgreSQL và MongoDB.
Thành thạo RESTful API, Redis và các công nghệ liên quan.
Điểm cộng lớn nếu ứng viên:
Có kiến thức về Linux và Docker
Có kinh nghiệm về Message Queue như Kafka, RabbitMQ,...
Có kinh nghiệm về các thư viện liên quan đến thời gian thực như Websocket, Socket.IO, MQTT,...
Có kinh nghiệm với front-end như HTML, CSS, Vuejs, Reactjs.","Thưởng tiền mặt hoặc quà tặng vào các dịp lễ tết, lương tháng thứ 13... theo chính sách của Công ty.
Ăn trưa tại công ty.
Cung cấp đầy đủ máy tính, thiết bị làm việc hiện đại, cấu hình cao.
Xét tăng lương theo năng lực và kết quả làm việc.
Các cơ hội phát triển năng lực và thăng tiến lên vị trí cao hơn luôn rộng mở.
Được hưởng ưu đãi cao khi mua sản phẩm của công ty.
Được hỗ trợ chi phí tham gia các khóa học nâng cao chuyên môn theo định hướng của Công ty.
Các hoạt động team building, các event chăm lo đời sống tinh thần của nhân viên như sinh nhật, liên hoan hàng tháng,... 
Môi trường làm việc trẻ trung, năng động, đề cao và tôn trọng ý kiến cá nhân, ý tưởng sáng tạo nhằm nâng cao năng suất và hiệu quả công việc.","- Hà Nội: Tòa Stellar, số 35 Lê Văn Thiêm, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Thanh Xuân",Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),Công ty TNHH Bitu Việt Nam,25-99 nhân viên,"Tầng 3, Tòa Stellar, 35 Lê Văn Thiêm, Thanh Xuân, Hà Nội",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-bitu-viet-nam-60dc24286d709.jpg
ReactJS,25 - 35 triệu,Hà Nội,5 năm,"Thiết kế và phát triển giao diện cho hệ thống web/app thời gian thực, sử dụng Reactjs và Vuejs.
Kết nối front-end với các hệ thống back-end, APIs và cơ sở dữ liệu một cách mượt mà.
Hợp tác hiệu quả với các team khác để hoàn thành dự án được giao.
Nghiên cứu các thuật toán và xu hướng công nghệ mới để tối ưu trải nghiệm người dùng.","Từ 5 năm kinh nghiệm xây dựng front-end bằng Reactjs hoặc Vuejs.
Có kiến thức sâu sắc về CSS và CSS framework như Bootstrap, ElementUI,...
Thành thạo cắt giao diện từ Figma sang HTML, CSS.
Thành thạo RESTful APIs
Có tư duy UI/UX sắc bén
Am hiểu JavaScript/TypeScript ES6+, Reactjs, Vuejs và các thư viện như Hooks, Context, Redux, Vuex...
Có kinh nghiệm làm việc với SSR framework như NextJS or NuxtJS.
Có kinh nghiệm với các tools Webpack, Vite,...
Điểm cộng lớn nếu ứng viên:
Có khả năng xử lý tương thích giữa nhiều trình duyệt và tối ưu hóa hiệu suất.
Có kinh nghiệm làm việc với các thư viện dùng cho hệ thống thời gian thực như Websocket, Socket.IO, MQTT,...
Có kiến thức về PHP, Docker, CI/CD và môi trường deploy.","Thưởng tiền mặt hoặc quà tặng vào các dịp lễ tết, lương tháng thứ 13... theo chính sách của Công ty.
Ăn trưa tại công ty.
Cung cấp đầy đủ máy tính, thiết bị làm việc hiện đại, cấu hình cao.
Xét tăng lương theo năng lực và kết quả làm việc.
Các cơ hội phát triển năng lực và thăng tiến lên vị trí cao hơn luôn rộng mở.
Được hưởng ưu đãi cao khi mua sản phẩm của công ty.
Được hỗ trợ chi phí tham gia các khóa học nâng cao chuyên môn theo định hướng của Công ty.
Các hoạt động team building, các event chăm lo đời sống tinh thần của nhân viên như sinh nhật, liên hoan hàng tháng,... 
Môi trường làm việc trẻ trung, năng động, đề cao và tôn trọng ý kiến cá nhân, ý tưởng sáng tạo nhằm nâng cao năng suất và hiệu quả công việc.","- Hà Nội: Tòa Stellar, số 35 Lê Văn Thiêm, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Thanh Xuân",Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),Công ty TNHH Bitu Việt Nam,25-99 nhân viên,"Tầng 3, Tòa Stellar, 35 Lê Văn Thiêm, Thanh Xuân, Hà Nội",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-bitu-viet-nam-60dc24286d709.jpg
Middle Fullstack Developer,Thoả thuận,Hồ Chí Minh,4 năm,"- Analyze requirements, design, and deploy responsive solutions.

- Conduct unit testing, resolve issues, and document APIs.

- Research and recommend new technologies.

- Collaborate with QC to address bugs.

- Monitor and enhance performance.","- 4+ years' experience as a Full Stack Developer in Node.js, JavaScript, TypeScript, AWS.

- Skilled in code review, guiding developers, and designing scalable web services.

- Proficient in CI/CD, unit testing, API docs, SonarQube.

- Deployed applications in AWS.

- Agile/Scrum experience.","- Temper offer and benefits

- Stable environment (no any laid off during covid pandemic and economic downturn)
- 13th month salary",- Hồ Chí Minh: Tân Bình,,CÔNG TY TNHH TECH GRID ASIA (VIỆT NAM),25-99 nhân viên,"Tầng 10, The CirCO Platform, 222 Điện Biên Phủ, Phường Võ Thị Sáu, Quận 3, TP Hồ Chí Minh",https://www.topcv.vn/v4/image/normal-company/logo_default.png
Lập Trình Viên PHP,Tới 25 triệu,Hà Nội,Không yêu cầu kinh nghiệm,"Tham gia xây dựng, phát triển các website tin tức - giải trí..
Xử lý các lỗi phát sinh trong quá trình vận hành website.
Tối ưu hóa code, tối ưu hóa truy xuất cơ sở dữ liệu để các website có thể chịu tải được nhiều triệu lượt truy cập/ngày.
Hiểu biết tốt về nguyên lý lập trình web, nguyên lý hoạt động của các website, giao thức HTTP.
Kiểm tra nhật ký (log) của website  được giao phụ trách theo định kỳ (hàng ngày, hàng tuần) để phát hiện & xử lý lỗi kịp thời.
Thực hiện các công việc khác theo phân công.","Hiểu biết tốt về PHP, JS, Mysql.
Thành thạo các câu lệnh SQL
Thành thạo Stored Procedure/Trigger.
Chấp nhận sv mới ra trường - nếu có tiềm năng phát triển tốt
Có  kinh nghiệm làm PHP, JS, MySQL, đã hoặc đang làm cho các công ty truyền thông online là lợi thế
Chấp nhận sv mới ra trường - nếu có tiềm năng phát triển tốt
Có khả năng phát hiện nguyên nhân, xử lý lỗi lập trình nhanh.
Có khả năng làm việc theo Agile/Scrum.
Có khả năng làm việc theo nhóm tốt.","Lương + phụ cấp ăn trưa, laptop
Thưởng KPI và các chương trình thưởng khi hoàn thành tốt dự án. 
Khám sức khoẻ định kỳ hàng năm tại các bệnh viện lớn như Vinmec, Thu Cúc, Hồng Ngọc.
Văn phòng hạng A cực đẹp tại quận nội thành, thuận tiện đi lại.
Có đầy đủ chế độ bảo hiểm, nghỉ lễ theo quy định.
Môi trường làm việc trẻ trung, năng động (9x).","- Hà Nội: Tại Hà Nội: Tầng 12, Tòa nhà Geleximco, 36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, TP Hà Nội., Đống Đa",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),Công ty cổ phần Quảng cáo trực tuyến 24h,100-499 nhân viên,"- Tại Hà Nội: Tầng 12, Tòa nhà Geleximco, 36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, TP Hà Nội.- Tại TP HCM: Tầng 7, tòa nhà Việt Úc, 402 Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP. Hồ Chí Minh.",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-quang-cao-truc-tuyen-24h-57982df97387d_rs.jpg
Lập Trình Viên. Net,8 - 25 triệu,Hà Nội,1 năm,"Lập trình và tích hợp (front-end và back-end);
Viết tài liệu mô tả chức năng phần mềm;
Xử lý phản hồi từ người dùng;
Nghiên cứu tối ưu hóa sản phẩm, dịch vụ đã phát triển;
Bảo trì và hỗ trợ các vấn đề liên quan đến chuyên môn.","Tốt nghiệp đại học chuyên ngành Công nghệ thông tin hoặc các chuyên ngành khác am hiểu về Lập trình
Có ít nhất 1 năm kinh nghiệm lập trình sử dụng công nghệ .NET Core (C#, ASP.NET Core, EF Core, LinQ, Restful API, WCF, SOAP)
Có kiến thức về Javascript, Typescript, HTML5/CSS3, Ajax, jQuery, React, Angular, Vue
Có kinh nghiệm với các công cụ build hiện đại (Docker, CI/CD,...).
Kinh nghiệm với các công cụ quản lý mã nguồn như Git, Gitlab
Database: SQL Server, Oracle, PostgreSQL;
Có khả năng research tài liệu và đọc tài liệu.
Có kinh nghiệm và sản phẩm là một lợi thế;
Có khả năng phân tích, sáng tạo, chịu được áp lực công việc; có tinh thần học hỏi, hợp tác trong công việc;","Mức lương thỏa thuận theo năng lực và kinh nghiệm từ 10 triệu đến 25 triệu. Xét tăng lương định kỳ hàng năm hoặc trước hạn theo tình hình đánh giá;
Được hưởng các chế độ BHYT, BHXH theo quy định của nhà nước; các chính sách phúc lợi của Công ty: Phép năm; Lương thưởng; Quà tết, thưởng lễ; Du lịch...
Làm việc trong môi trường chuyên nghiệp, trẻ trung, năng động, hòa đồng, phát huy tối đa khả năng chủ động sáng tạo của nhân viên;
Được trang bị đầy đủ trang thiết bị phục vụ công việc;
Được trau dồi kỹ năng về nghiệp vụ và kỹ năng mềm;
Được tham gia, đóng góp vào các dự án phát triển có quy mô lớn, lâu dài;
Thưởng theo thành tích làm việc.","- Hà Nội: 101 Láng Hạ, Đống Đa",Thứ 2 - Thứ 7 (từ 08:00 đến 17:30),CÔNG TY CỔ PHẦN CÔNG NGHỆ VCS VIỆT NAM,25-99 nhân viên,"Tầng 2, Tòa B, Số 101 Láng Hạ, Đống Đa, Hà Nội",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-cong-nghe-vcs-viet-nam-5fe56db1cb570.jpg
Software Engineer C++,Thoả thuận,Hồ Chí Minh,Không yêu cầu kinh nghiệm,"- Develop and design components and applications for different sections of our trading systems.

- Leverage your C++ expertise to create efficient and reliable code.

- Perform scripting and integration tasks using Python.

- Enhance and adapt our systems continuously to meet changing trading demands.

- Maintain the reliability and seamless operation of our trading systems.","- 4 years of extensive experience in C++.
- Proficiency in Python is a huge plus

- Experience in low latency or high throughput environments.

- Strong knowledge of algorithms and data structures.
- Ability to write clean, maintainable code.

- Good English communication","- Temper offer and benefits

- Stable environment (no any laid off during covid pandemic and economic downturn)

- 13th month salary",- Hồ Chí Minh: Tân Bình,,CÔNG TY TNHH TECH GRID ASIA (VIỆT NAM),25-99 nhân viên,"Tầng 10, The CirCO Platform, 222 Điện Biên Phủ, Phường Võ Thị Sáu, Quận 3, TP Hồ Chí Minh",https://www.topcv.vn/v4/image/normal-company/logo_default.png
Senior Wordpress,Thoả thuận,"Hà Nội, Hồ Chí Minh",Trên 5 năm,"WordPress expertise, including plugins and 3rd party marketplace, with demonstrated experience in custom theme development and management of core and custom modules. 
Proficient in building Woo commerce WP sites with large traffic & data, good performance and security. 
Experience with creating custom WordPress plugins, WooCommerce plugins 
Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery 
Proficient in PHP backend to handle effectively and carefully, by professional ways (PSR, MVC, OOP, Systematic Development,...) 
Hands-on experience with RESTful APIs and formats (JSON, XML) 
Responsibility, proactive, positive thinking and can-do attitude 
Able to communicate English well (write, read, speak and listen)","Architect a multi-site setup that supports publishing across multiple regions simultaneously, with region-specific overrides where necessary 
Familiar with e-commerce domain and related CMS WordPress platform (WooCommerce, Shopify...) 
Understanding SEO and Optimize Cache, BEM CSS is an advantage 
Expertise in optimizing JavaScript and image assets to ensure a lightweight, fast-loading experience for users 
Experience in ensuring accessibility and meeting WCAG AA compliance standards. 
Familiar with Agile/Scrum methodology","Competitive salary package
“FPT care” health insurance provided by AON and is exclusive for FPT employees
Annual Summer Vacation: follows company’s policy and starts from May every year
Salary review one time per year or on career promotion.
International, dynamic, friendly working environment
Continuous development of hard and soft skills through work and professional trainings.","- Hà Nội: FPT Building, Cầu Giấy",Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),FPT Software,10000+ nhân viên,"Tòa nhà FPT Building, số 17 Duy Tân, Cầu Giấy, Hà Nội",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/fpt-software-6073b38a10cb4.jpg
Senior Site Reliability Engineer,Thoả thuận,"Hà Nội, Hồ Chí Minh",Trên 5 năm,"• Administering AWS resources including IAM, ECS, EKS, Lambda, RDS, and CloudWatch, ensuring compliance with security best practices.
• Managing and deploying containerized applications/services, with a strong emphasis on Kubernetes operations.
• Using Infrastructure-as-Code tools (e.g., Terraform, Scalr) to automate infrastructure deployment and configuration.
• Proficiently configuring and maintaining CI/CD pipelines, with experience in ArgoCD considered a plus.
• Designing and maintaining robust cloud architecture with a strong understanding of cloud security, SSO, and authentication mechanisms (Auth0, AzureAD, Okta, SAML/OIDC, OAuth).","• Minimum 7 years of experience as an SRE Engineer, with exposure to data platform solutions being an advantage.
• Extensive experience with AWS, including IAM, ECS, EKS, Lambda, and CloudWatch.

• Expertise in deploying and managing containerized services, especially on Kubernetes.

• Hands-on experience with Infrastructure-as-Code and automation tools like Terraform or Scalr.

• Strong knowledge of cloud architecture, with a focus on maintaining service SLAs and ensuring high availability.
• Experience with cloud security practices, SSO solutions, and authentication protocols (e.g., Auth0, SAML/OIDC, OAuth).
• Familiarity with deploying and maintaining data processing frameworks and ML platforms such as Airflow, Airbyte, Superset, Metabase, Databricks, Snowflake, MLflow, etc., is a strong advantage.
Preferred Skills
• Experience with Google Cloud Platform (GCP) or Microsoft Azure.

• Familiarity with CI/CD tools such as ArgoCD.","• Competitive salary

• 13th-month salary guarantee

• Performance bonus

• Professional English course for employees

• Premium health insurance

• Extensive annual leave",- Hà Nội,,CÔNG TY TNHH TECH GRID ASIA (VIỆT NAM),25-99 nhân viên,"Tầng 10, The CirCO Platform, 222 Điện Biên Phủ, Phường Võ Thị Sáu, Quận 3, TP Hồ Chí Minh",https://www.topcv.vn/v4/image/normal-company/logo_default.png
Junior/Senior Java Developer (BPM/LOS),Thoả thuận,Hà Nội,1 năm,"Phát triển và cập nhật tài liệu về giải pháp và triển khai ứng dụng quy trình nghiệp vụ: BPM, ECM, LOS
Phát triển, triển khai, nâng cấp và tích hợp các ứng dụng
Phối hợp, đề xuất các giải pháp nghiệp vụ. Đưa ra các giải pháp công nghệ","Học vấn:
 Tốt nghiệp Đại học loại Khá trở lên các ngành CNTT/Toán tin/Hệ thống thông tin quản lý/Lập trình phần mềm.
Tiếng Anh
 (nghe, nói, đọc, viết). Có khả năng đọc hiểu tiếng Anh chuyển ngành CNTT.
Yêu cầu công việc:
Có ít nhất 3 năm kinh nghiệm làm việc với Java, thành thạo Spring Boot
Có ít nhất 3 năm kinh nghiệm làm việc với Workflow và BPM.
Có kinh nghiệm làm việc với cơ sở dữ liệu quan hệ MS SQL Server, Oracle, postgre SQL, MongoDB
Có kinh nghiệm về kiến trúc microservice và các công nghệ container hóa Kubernetes/Docker
Có kinh nghiệm về Message Queue (Active MQ, Rabbit MQ, Kafka).
Ưu tiên ứng viên có kinh nghiệm và sự dụng bộ công cụ CI/CD
Ưu tiên ứng viên có kinh nghiệm về low-code, no-code platforms","1. Chế độ đãi ngộ hấp dẫn, xứng tầm
- Lương hàng tháng và các chế độ phụ cấp cạnh tranh trên thị trường
- Thưởng cuối năm hấp dẫn theo đánh giá hiệu quả công việc
- Thưởng sinh nhật, Lễ/Tết,Chế độ thăm hỏi ốm đau...
- Chăm sóc sức khoẻ toàn diện: Khám sức khoẻ hàng năm, gói bảo hiểm SHB care
- Các hoạt động teambuilding, nhiều chương trình văn hóa - thể thao gắn kết nội bộ
- Du lịch định kì 2 lần trong năm
2. Môi trường làm việc hiện đại, tiên phong đổi mới
- Không gian làm việc trẻ trung, hiện đại, đề cao sự sáng tạo
- Làm việc với tinh thần tự chủ, linh hoạt và tiên phong
- Các chương trình đào tạo, phát triển năng lực chuyên môn đa dạng",- Hà Nội: Hoàn Kiếm,Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN SÀI GÒN - HÀ NỘI,500-1000 nhân viên,"Số 77, phố Trần Hưng Đạo, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/QXBI5c6OQpZipPqhb5h4DTWLkIYPyoOZ_1671011239____4aaea37ce68f1a68a1a931807f9f03f9.png
Lập Trình Viên Android (Từ 1 Năm Kinh Nghiệm),10 - 16 triệu,Hà Nội,1 năm,"Tìm hiểu phân tích nghiệp vụ, thiết kế cho các hệ thống workflow và application cho chuỗi hàng nghìn nhà hàng của tập đoàn
Thực hiện tạo mới các chức năng theo yêu cầu và maintain các ứng dụng đã có
Đảm bảo chất lượng, tốc độ xử lý và hiệu suất của các ứng dụng và hệ thống khi vận hành
Phối hợp với Team để định nghĩa, thiết kế và triển khai tính năng mới hiệu quả
Xác định các vấn đề về kỹ thuật, nghiên cứu và đưa ra để án xử lý, và fixbugs liên quan
Hỗ trợ xử lý bảo trì nâng cao chất lượng code, hệ thống hóa và tự động hóa các xử lý
Tạo tài liệu kỹ thuật và process golive lên cloud, iOS/Google App Store
Thực hiện các công việc khác theo sự phân công của Trưởng nhóm và Trưởng Dự án.","Có từ 01 năm kinh nghiệm lập trình Android
Quen thuộc với các mẫu kiến trúc như MVP, MVVM
Sử dụng thành thạo các tool liên quan như Android Studio, các tool quản lý version như Github/Gitlab/Backlog
Hiểu rõ cơ chế vận hành và sử dụng RESTfulAPIs/SOAP, kết nối mobile application và API/services tầng backend, cũng như các tool/công nghệ liên quan Postman, JSON/XML
Có kiến thức cơ bản về công nghệ phát triển Web/UXUI/OOP/Design pattern
Đã từng làm việc với Firebase như App Distribution, Push notifications (GCM, FCM)...
Thành thạo Java, Kotlin, và các framework khác của Android. Có kinh nghiệm với RXJava, Coroutine là một lợi thế.
Có kinh nghiệm với CI/CD là lợi thế
Năng động, sáng tạo và ham học hỏi, đặc biệt ưu tiên ứng viên có tình thần trách nhiệm cao trong công việc
Có thể làm việc theo nhóm hoặc độc lập, chủ động báo cáo kết quả công việc được giao.","Mức lương: 10 - 16 triệu
Thưởng tháng lương thứ 13 (1 tháng lương)
Thưởng thành tích: tùy theo thành tích (tương đương 1 tháng lương/năm)
Tham gia bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp đầy đủ theo luật Việt Nam
Team building 1 lần/quý, du lịch định kỳ 1 lần/năm
Chăm sóc khám sức khỏe định kỳ hàng năm
Gói khám sức khỏe cá nhân hấp dẫn 
Thời gian làm việc: 5 ngày/tuần – Từ 7h30 đến 16h30","- Hà Nội: Tầng 2, tòa CIC tower, số 2 ngõ 219 Trung Kính, Yên Hòa, Cầu Giấy, Hà Nội, Cầu Giấy",Thứ 2 - Thứ 6 (từ 07:30 đến 16:30),Công ty TNHH Zensho Hà Nội System Center,25-99 nhân viên,"Tầng 2, Tòa nhà CIC Tower, số 2 ngõ 219 Trung Kính, phường Yên Hòa, quận Cầu Giấy, Hà Nội",https://www.topcv.vn/v4/image/normal-company/logo_default.png
Java Developer (2 Năm Kinh Nghiệm),15 - 30 triệu,Hồ Chí Minh,2 năm,"• Hiểu biết về các công cụ, quy trình và kiến trúc phát triển phần mềm
• Hiểu biết sâu sắc về HTML/ CSS, Java, JavaScript
• Làm việc tốt với Springboot, Spring Security, ReactJS
• Làm việc tốt với một trong các hệ cơ sở dữ liệu SQL/Oracle
• Có hiểu biết về mô hình MVC, kiến trúc SOA, Microservices, REST Apis
• Trải nghiệm với các ứng dụng web đa tầng hoặc hướng dịch vụ
• Có kinh nghiệm về ReactJS/VueJS hoặc AngularJS và hệ sinh thái của nó
• Có kinh nghiệm làm việc với Java Spring, UI/UX là 1 lợi thế.
• Có kinh nghiệm về thực hành và công cụ kiểm tra
• Có kinh nghiệm trong kiến trúc microservices
• Có khả năng làm việc theo nhóm, quản lý dự án đúng tiến độ.
• Tinh thần trách nhiệm, kỹ năng giao tiếp và tinh thần đồng đội
• Sẵn sàng học hỏi và xây dựng sự hiểu biết sâu sắc
• Có khả năng làm việc độc lập và chịu áp lực
• Niềm đam mê phát triển phần mềm, các xu hướng mới và công nghệ trong CNTT.","• Có ít nhất 2 năm kinh nghiệm làm việc với Java, thành thạo Spring Boot
• Thành thạo trong việc sử dụng 1 trong các FE framework (Vue, React,..) để phát triển giao diện người dùng tương tác.
• Có kinh nghiệm làm việc với cơ sở dữ liệu quan hệ MS SQL Server, Oracle, postgre SQL, MongoDB
• Có kinh nghiệm về kiến trúc microservice và các công nghệ container hóa Kubernetes/Docker , xử lý tốt MultiTask, Multithread, Multi-processing, cơ chế Hash table, cơ chế xử lý file.
• Có kinh nghiệm tích hợp/ phát triển: RESTful APIs, SOAP, TCP/IP.
• Có kinh nghiệm làm việc với các hệ điều hành Enterprise Linux, Windows Server.","• Mức lương thỏa thuận, đãi ngộ xứng đáng 
• BHYT, BHXH đầy đủ theo quy định của nhà nước
• Dự án và công nghệ thử thách, thú vị
• Môi trường làm việc vui vẻ, năng động, tự do sáng tạo
• Được trang bị cơ sở vật chất đầy đủ
• Nhận offer đi làm ngay","- Hồ Chí Minh: 178/8 Phan Đăng Lưu, Phường 3, Phú Nhuận",Thứ 2 - Thứ 6 (từ 08:00 đến 18:00),CÔNG TY TNHH THƯƠNG MẠI VÀ CÔNG NGHỆ THỦY ANH,10-24 nhân viên,"Tầng 19, Tòa nhà Indochina Park Tower, Số 4 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh, Việt Nam",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/UgCtWziPyR5gnFGiuk96TvIDuwOZCWOB_1675325982____5e87f5e57f71dc783ce885914b74b49f.png
Trưởng Nhóm IT Cho Phần Mềm Quản Lý Nhà Máy,Thoả thuận,Hà Nội,3 năm,"Lên thiết kế, xây dựng giải pháp phần mềm quản lý trong các nhà máy sản xuất
Tiếp nhận yêu cầu khách hàng trong quá trình triển khai giải pháp và đưa phương án kỹ thuật phù hợp với điều kiện triển khai của khách hàng
Lên bản kế hoạch chi tiết cho các dự án, phân công và kiểm soát task cho team
Bàn giao, hướng dẫn đào tạo cho Khách hàng
Quản lý phiên bản phần mềm, xây dựng quy trình phát triển phần mềm & lưu trữ tài liệu kỹ thuật","Nam, từ 27 tuổi trở lên, tốt nghiệp cao đẳng, đại học chuyên ngành công nghệ thông tin hoặc các ngành nghề khác có liên quan.
Từ 3 năm kinh nghiệm làm lập trình, kiến thức/kinh nghiệm làm việc với các Framework PHP hoặc hệ sinh thái JS (NodeJS, ExpressJS, EJS Template) là 1 lợi thế
Đam mê phát triển sản phẩm, có kinh nghiệm phát triển sản phẩm là 1 lợi thế
Tư duy, kỹ năng phân tích, thiết kế hệ thống tốt, có kinh nghiệm xây dựng hệ thống MES, WMS là 1 lợi thế
Am hiểu sâu về các kỹ thuật tích hợp hệ thống
Sử dụng thành thạo hệ quản trị cơ sở dữ liệu: MySQL . 
Thành thạo ít nhất 1 framework front-end : Bootstrap, Angular2, VueJS, ReactJS,v.v...
Có tư duy sáng tạo, linh hoạt và khả năng giải quyết vấn đề tốt
Có thể đi công tác ngắn ngày (Công ty có oto di chuyển)
Chủ động - Thực hiện tốt 5S – Liên lạc, báo cáo, thảo luận
Hòa đồng, nhiệt huyết và có trách nhiệm trong công việc","Thu nhập cạnh tranh theo thỏa thuận
Thưởng dự án xét 6 tháng 1 lần
Hưởng các chế độ phúc lợi, bảo hiểm theo quy định của Nhà nước
Liên hoan, sinh nhật cho CBCNV, khám sức khỏe định kỳ
Du lịch 1 lần/ năm, party 2 lần/ năm.
Phụ cấp công tác cho CBCNV đi công tác theo quy định của công ty.
Chính sách Life Care:
+ Tổ chức các giải thể thao: đá bóng, đánh cầu, đá cầu,..
+ Trà, cafe, ngũ cốc,.. 
+ Bữa phụ bao gồm mỳ và sữa đối với CBCNV tăng ca từ 2h trở lên tại Công ty","- Hà Nội: Km12, Đường Cầu Diễn, Phường Phúc Diễn, Bắc Từ Liêm","Sáng 07:55 – 12:00 ; Chiều 13:00 – 17:00, từ T2 đến T6 và luân phiên T7
Thời gian nghỉ giải lao: 10:00 - 10:10 và 15:00 – 15:10",CÔNG TY DV&TM Giải Pháp Kỹ Thuật Công Nghiệp Việt Nam,25-99 nhân viên,"Số 17, tổ dân phố Văn Trì 2, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/8fed89c2b45473f8471238aae91eccfe-60d06a45538dd.jpg
